MPN	SE_NAME	COM_PARTNUM	SE_SUPPLIER	MAN_ID	COM_ID	Scrubbing_Status
SBT-0260TF	KEMET Corporation	SBT-0260TF	TOKIN Corporation	2263	26259926	Direct Match Corrected supplier
GL-2030C	KEMET Corporation	GL-2030C	TOKIN Corporation	2263	41103999	Direct Match Corrected supplier
GL-2150C	KEMET Corporation	GL-2150C	TOKIN Corporation	2263	32753603	Direct Match Corrected supplier
MR-2043	KEMET Corporation	MR-2043	TOKIN Corporation	2263	51631897	Direct Match Corrected supplier
TCG057VGLBA-G20	KYOCERA Display	TCG057VGLBA-G20	Kyocera	2357	52954363	Direct Match Corrected supplier
LZ4-01R708-0000	"LED Engin, Inc"	LZ4-01R708-0000	OSRAM	50677	425580768	Direct Match Corrected supplier
LZ4-01A108-0000	"LED Engin, Inc"	LZ4-01A108-0000	OSRAM	50677	425580771	Direct Match Corrected supplier
LZP-D4UB0R-00U4	"LED Engin, Inc"	LZP-D4UB0R-00U4	OSRAM	50677	424195285	Direct Match Corrected supplier
30112 PILOT TPLG	LEDVANCE GmbH	30112 PILOT TPLG	OSRAM	50677	45873794	Direct Match Corrected supplier
RC4CTCGY	Legrand	RC4CTCGY	Middle Atlantic Products	4132	416621311	Direct Match Corrected supplier
RC3SHTCBS	Legrand	RC3SHTCBS	Middle Atlantic Products	4132	416620551	Direct Match Corrected supplier
RC9SHMDTCBS	Legrand	RC9SHMDTCBS	Middle Atlantic Products	4132	416621442	Direct Match Corrected supplier
RC9SHTCBK	Legrand	RC9SHTCBK	Middle Atlantic Products	4132	416620974	Direct Match Corrected supplier
RC9SHTCGY	Legrand	RC9SHTCGY	Middle Atlantic Products	4132	416620972	Direct Match Corrected supplier
RC7ATCBS	Legrand	RC7ATCBS	Middle Atlantic Products	4132	416620762	Direct Match Corrected supplier
RC7CTCBK	Legrand	RC7CTCBK	Middle Atlantic Products	4132	416620760	Direct Match Corrected supplier
RC7CTCGY	Legrand	RC7CTCGY	Middle Atlantic Products	4132	416620758	Direct Match Corrected supplier
RC4STC	Legrand	RC4STC	Middle Atlantic Products	4132	416620772	Direct Match Corrected supplier
RC4KTCAL	Legrand	RC4KTCAL	Middle Atlantic Products	4132	416620898	Direct Match Corrected supplier
RC4KTCBS	Legrand	RC4KTCBS	Middle Atlantic Products	4132	416620895	Direct Match Corrected supplier
RC4REC2	Legrand	RC4REC2	Middle Atlantic Products	4132	416620435	Direct Match Corrected supplier
RC4SHTCBK	Legrand	RC4SHTCBK	Middle Atlantic Products	4132	416620774	Direct Match Corrected supplier
RC4ATCAA	Legrand	RC4ATCAA	Middle Atlantic Products	4132	417874726	Direct Match Corrected supplier
RC4ATCBK	Legrand	RC4ATCBK	Middle Atlantic Products	4132	416620771	Direct Match Corrected supplier
RC4ATCGY	Legrand	RC4ATCGY	Middle Atlantic Products	4132	416620769	Direct Match Corrected supplier
RC4CTCAB	Legrand	RC4CTCAB	Middle Atlantic Products	4132	416621315	Direct Match Corrected supplier
RC4CTCBK	Legrand	RC4CTCBK	Middle Atlantic Products	4132	416621314	Direct Match Corrected supplier
RC9A15TCAL	Legrand	RC9A15TCAL	Middle Atlantic Products	4132	416620886	Direct Match Corrected supplier
RC9A15TCBS	Legrand	RC9A15TCBS	Middle Atlantic Products	4132	416620756	Direct Match Corrected supplier
RC9AM2STC	Legrand	RC9AM2STC	Middle Atlantic Products	4132	416620754	Direct Match Corrected supplier
RC9AMDTCAL	Legrand	RC9AMDTCAL	Middle Atlantic Products	4132	416621841	Direct Match Corrected supplier
RC9AMDTCBS	Legrand	RC9AMDTCBS	Middle Atlantic Products	4132	416621840	Direct Match Corrected supplier
RC9APTCBK	Legrand	RC9APTCBK	Middle Atlantic Products	4132	416620442	Direct Match Corrected supplier
RC3STC	Legrand	RC3STC	Middle Atlantic Products	4132	416620780	Direct Match Corrected supplier
RC4APTCGY	Legrand	RC4APTCGY	Middle Atlantic Products	4132	416620901	Direct Match Corrected supplier
RC3KTCBK	Legrand	RC3KTCBK	Middle Atlantic Products	4132	416620786	Direct Match Corrected supplier
RC3KTCGY	Legrand	RC3KTCGY	Middle Atlantic Products	4132	416620785	Direct Match Corrected supplier
RC37REC-25	Legrand	RC37REC-25	Middle Atlantic Products	4132	416620434	Direct Match Corrected supplier
RC3APTCGY	Legrand	RC3APTCGY	Middle Atlantic Products	4132	416620900	Direct Match Corrected supplier
RC3ATCAB	Legrand	RC3ATCAB	Middle Atlantic Products	4132	416620889	Direct Match Corrected supplier
RC3ATCBK	Legrand	RC3ATCBK	Middle Atlantic Products	4132	416620779	Direct Match Corrected supplier
RC3ATCGY	Legrand	RC3ATCGY	Middle Atlantic Products	4132	416620777	Direct Match Corrected supplier
RC3CTCAL	Legrand	RC3CTCAL	Middle Atlantic Products	4132	416621318	Direct Match Corrected supplier
RC3CTCBS	Legrand	RC3CTCBS	Middle Atlantic Products	4132	416621317	Direct Match Corrected supplier
RC9CMDTCAB	Legrand	RC9CMDTCAB	Middle Atlantic Products	4132	416621204	Direct Match Corrected supplier
RC9CMDTCBK	Legrand	RC9CMDTCBK	Middle Atlantic Products	4132	416621449	Direct Match Corrected supplier
RC9CMDTCGY	Legrand	RC9CMDTCGY	Middle Atlantic Products	4132	416621445	Direct Match Corrected supplier
RC9CTCAL	Legrand	RC9CTCAL	Middle Atlantic Products	4132	416621323	Direct Match Corrected supplier
RC9CTCGY	Legrand	RC9CTCGY	Middle Atlantic Products	4132	416621322	Direct Match Corrected supplier
RC7KTCAL	Legrand	RC7KTCAL	Middle Atlantic Products	4132	416620899	Direct Match Corrected supplier
RC7KTCBS	Legrand	RC7KTCBS	Middle Atlantic Products	4132	416620896	Direct Match Corrected supplier
RC7SHTCBK	Legrand	RC7SHTCBK	Middle Atlantic Products	4132	416620765	Direct Match Corrected supplier
RC7SHTCGY	Legrand	RC7SHTCGY	Middle Atlantic Products	4132	416620764	Direct Match Corrected supplier
RC7APTCGY	Legrand	RC7APTCGY	Middle Atlantic Products	4132	416620902	Direct Match Corrected supplier
RC7ATCAL	Legrand	RC7ATCAL	Middle Atlantic Products	4132	416620884	Direct Match Corrected supplier
CM-MMB-231	Legrand	CM-MMB-231	Middle Atlantic Products	4132	417485234	Direct Match Corrected supplier
CM-MMB-233	Legrand	CM-MMB-233	Middle Atlantic Products	4132	417485228	Direct Match Corrected supplier
CM-MMB-292-WH	Legrand	CM-MMB-292-WH	Middle Atlantic Products	4132	417485214	Direct Match Corrected supplier
COM50	Legrand	COM50	Middle Atlantic Products	4132	416620792	Direct Match Corrected supplier
DQFP15BK-2A	Legrand	DQFP15BK-2A	Middle Atlantic Products	4132	417854032	Direct Match Corrected supplier
DQFP15ST-2A	Legrand	DQFP15ST-2A	Middle Atlantic Products	4132	417854033	Direct Match Corrected supplier
ECB-1RUMB	Legrand	ECB-1RUMB	Middle Atlantic Products	4132	417853784	Direct Match Corrected supplier
ECB-CBKIT	Legrand	ECB-CBKIT	Middle Atlantic Products	4132	414186488	Direct Match Corrected supplier
ECB-FAN	Legrand	ECB-FAN	Middle Atlantic Products	4132	417854052	Direct Match Corrected supplier
DQFP15UBK-2A	Legrand	DQFP15UBK-2A	Middle Atlantic Products	4132	417854036	Direct Match Corrected supplier
DQFP15UST-2A	Legrand	DQFP15UST-2A	Middle Atlantic Products	4132	417854037	Direct Match Corrected supplier
DQFP20BK-2A	Legrand	DQFP20BK-2A	Middle Atlantic Products	4132	417854034	Direct Match Corrected supplier
DQFP20ST-2A	Legrand	DQFP20ST-2A	Middle Atlantic Products	4132	417854035	Direct Match Corrected supplier
DQFP20UBK-2A	Legrand	DQFP20UBK-2A	Middle Atlantic Products	4132	417854038	Direct Match Corrected supplier
DQFP20UST-2A	Legrand	DQFP20UST-2A	Middle Atlantic Products	4132	417854039	Direct Match Corrected supplier
EFB-AAP	Legrand	EFB-AAP	Middle Atlantic Products	4132	416621366	Direct Match Corrected supplier
EFB-MAAP	Legrand	EFB-MAAP	Middle Atlantic Products	4132	416621367	Direct Match Corrected supplier
EFB-TEMPLATE	Legrand	EFB-TEMPLATE	Middle Atlantic Products	4132	416621365	Direct Match Corrected supplier
EFBFF	Legrand	EFBFF	Middle Atlantic Products	4132	417484439	Direct Match Corrected supplier
EFBFF-OG	Legrand	EFBFF-OG	Middle Atlantic Products	4132	417484117	Direct Match Corrected supplier
EFB10-2C	Legrand	EFB10-2C	Middle Atlantic Products	4132	416621346	Direct Match Corrected supplier
EFB10-5GMB	Legrand	EFB10-5GMB	Middle Atlantic Products	4132	416621413	Direct Match Corrected supplier
EFB10-AAP	Legrand	EFB10-AAP	Middle Atlantic Products	4132	416621349	Direct Match Corrected supplier
EFB10-DEC	Legrand	EFB10-DEC	Middle Atlantic Products	4132	416621351	Direct Match Corrected supplier
EFB10-MAAP	Legrand	EFB10-MAAP	Middle Atlantic Products	4132	416621353	Direct Match Corrected supplier
EFB10-MOS	Legrand	EFB10-MOS	Middle Atlantic Products	4132	416621354	Direct Match Corrected supplier
EFB10-S2	Legrand	EFB10-S2	Middle Atlantic Products	4132	416621356	Direct Match Corrected supplier
EFB10S-OG	Legrand	EFB10S-OG	Middle Atlantic Products	4132	417955730	Direct Match Corrected supplier
EFB45-TS	Legrand	EFB45-TS	Middle Atlantic Products	4132	416621373	Direct Match Corrected supplier
EFB45BTALTR	Legrand	EFB45BTALTR	Middle Atlantic Products	4132	416620730	Direct Match Corrected supplier
EFB45BTBKTR	Legrand	EFB45BTBKTR	Middle Atlantic Products	4132	416620729	Direct Match Corrected supplier
EFB45BTBSTR	Legrand	EFB45BTBSTR	Middle Atlantic Products	4132	416620728	Direct Match Corrected supplier
EFB45BTBZTR	Legrand	EFB45BTBZTR	Middle Atlantic Products	4132	416620727	Direct Match Corrected supplier
EFB45BTCALTR	Legrand	EFB45BTCALTR	Middle Atlantic Products	4132	416620716	Direct Match Corrected supplier
EFB45BTCBKTR	Legrand	EFB45BTCBKTR	Middle Atlantic Products	4132	416620715	Direct Match Corrected supplier
DQFP15BK	Legrand	DQFP15BK	Middle Atlantic Products	4132	417853727	Direct Match Corrected supplier
EFB45CTCBZTR	Legrand	EFB45CTCBZTR	Middle Atlantic Products	4132	416620722	Direct Match Corrected supplier
EFB45CTCNK	Legrand	EFB45CTCNK	Middle Atlantic Products	4132	416620537	Direct Match Corrected supplier
EFB45CTGY	Legrand	EFB45CTGY	Middle Atlantic Products	4132	416621285	Direct Match Corrected supplier
EFB45CTNK	Legrand	EFB45CTNK	Middle Atlantic Products	4132	416621284	Direct Match Corrected supplier
EFB45BTCBS	Legrand	EFB45BTCBS	Middle Atlantic Products	4132	416620501	Direct Match Corrected supplier
EFB45BTCBZTR	Legrand	EFB45BTCBZTR	Middle Atlantic Products	4132	416620713	Direct Match Corrected supplier
EFB45BTCGYTR	Legrand	EFB45BTCGYTR	Middle Atlantic Products	4132	416620712	Direct Match Corrected supplier
EFB45BTCNKTR	Legrand	EFB45BTCNKTR	Middle Atlantic Products	4132	416620711	Direct Match Corrected supplier
EFB45BTGYTR	Legrand	EFB45BTGYTR	Middle Atlantic Products	4132	416620710	Direct Match Corrected supplier
EFB610BTCBS	Legrand	EFB610BTCBS	Middle Atlantic Products	4132	416621293	Direct Match Corrected supplier
EFB6-3/4-11/4	Legrand	EFB6-3/4-11/4	Middle Atlantic Products	4132	416621364	Direct Match Corrected supplier
EFB6-MB	Legrand	EFB6-MB	Middle Atlantic Products	4132	416621372	Direct Match Corrected supplier
EFB610-CTR	Legrand	EFB610-CTR	Middle Atlantic Products	4132	416621310	Direct Match Corrected supplier
EFB610BTBK	Legrand	EFB610BTBK	Middle Atlantic Products	4132	416621304	Direct Match Corrected supplier
EFB610BTBZ	Legrand	EFB610BTBZ	Middle Atlantic Products	4132	416621302	Direct Match Corrected supplier
EFB45BTNK	Legrand	EFB45BTNK	Middle Atlantic Products	4132	416621278	Direct Match Corrected supplier
EFB610BTCGY	Legrand	EFB610BTCGY	Middle Atlantic Products	4132	416621291	Direct Match Corrected supplier
ECB-PD	Legrand	ECB-PD	Middle Atlantic Products	4132	416620964	Direct Match Corrected supplier
ECB-SD	Legrand	ECB-SD	Middle Atlantic Products	4132	416620544	Direct Match Corrected supplier
EFS-DB	Legrand	EFS-DB	Middle Atlantic Products	4132	417484328	Direct Match Corrected supplier
EFS-MB	Legrand	EFS-MB	Middle Atlantic Products	4132	417484323	Direct Match Corrected supplier
EFSB4	Legrand	EFSB4	Middle Atlantic Products	4132	417484405	Direct Match Corrected supplier
EFB610CTCBK	Legrand	EFB610CTCBK	Middle Atlantic Products	4132	416621299	Direct Match Corrected supplier
EFB8S	Legrand	EFB8S	Middle Atlantic Products	4132	417955724	Direct Match Corrected supplier
EFB610CTCGY	Legrand	EFB610CTCGY	Middle Atlantic Products	4132	416621296	Direct Match Corrected supplier
EFB610CTGY	Legrand	EFB610CTGY	Middle Atlantic Products	4132	416621306	Direct Match Corrected supplier
EFB6M	Legrand	EFB6M	Middle Atlantic Products	4132	416621415	Direct Match Corrected supplier
EFB6S-2HUB	Legrand	EFB6S-2HUB	Middle Atlantic Products	4132	417955725	Direct Match Corrected supplier
EFB8-22GMB	Legrand	EFB8-22GMB	Middle Atlantic Products	4132	416621915	Direct Match Corrected supplier
EFB8-MB	Legrand	EFB8-MB	Middle Atlantic Products	4132	416621925	Direct Match Corrected supplier
EFB810-3/4-11/4	Legrand	EFB810-3/4-11/4	Middle Atlantic Products	4132	416621360	Direct Match Corrected supplier
EFB810-DIV	Legrand	EFB810-DIV	Middle Atlantic Products	4132	417875055	Direct Match Corrected supplier
EHWBC8-BK	Legrand	EHWBC8-BK	Middle Atlantic Products	4132	416621380	Direct Match Corrected supplier
EHWB-MB	Legrand	EHWB-MB	Middle Atlantic Products	4132	424441100	Direct Match Corrected supplier
EHWB4-BK	Legrand	EHWB4-BK	Middle Atlantic Products	4132	423247050	Direct Match Corrected supplier
EHWB8-BK	Legrand	EHWB8-BK	Middle Atlantic Products	4132	423247052	Direct Match Corrected supplier
EFB45CTAL	Legrand	EFB45CTAL	Middle Atlantic Products	4132	416621289	Direct Match Corrected supplier
EFB45CTBK	Legrand	EFB45CTBK	Middle Atlantic Products	4132	416621288	Direct Match Corrected supplier
EFB45CTBS	Legrand	EFB45CTBS	Middle Atlantic Products	4132	416621287	Direct Match Corrected supplier
EFB45CTBZ	Legrand	EFB45CTBZ	Middle Atlantic Products	4132	416621286	Direct Match Corrected supplier
EFB45CTCAL	Legrand	EFB45CTCAL	Middle Atlantic Products	4132	416620541	Direct Match Corrected supplier
EFB45CTCBK	Legrand	EFB45CTCBK	Middle Atlantic Products	4132	416620540	Direct Match Corrected supplier
EFB45CTCBS	Legrand	EFB45CTCBS	Middle Atlantic Products	4132	416620539	Direct Match Corrected supplier
EHWBC4-BK	Legrand	EHWBC4-BK	Middle Atlantic Products	4132	416621382	Direct Match Corrected supplier
EFB610BTGY	Legrand	EFB610BTGY	Middle Atlantic Products	4132	416621301	Direct Match Corrected supplier
EFB610CTBK	Legrand	EFB610CTBK	Middle Atlantic Products	4132	416621309	Direct Match Corrected supplier
EFB610CTBZ	Legrand	EFB610CTBZ	Middle Atlantic Products	4132	416621307	Direct Match Corrected supplier
FPFFTCAL	Legrand	FPFFTCAL	Middle Atlantic Products	4132	416621234	Direct Match Corrected supplier
FPFFTCBZ	Legrand	FPFFTCBZ	Middle Atlantic Products	4132	416621232	Direct Match Corrected supplier
IG2427GA	Legrand	IG2427GA	Middle Atlantic Products	4132	417854501	Direct Match Corrected supplier
2300WC	Legrand	2300WC	Middle Atlantic Products	4132	417853993	Direct Match Corrected supplier
OFR89-DS4000	Legrand	OFR89-DS4000	Middle Atlantic Products	4132	416620953	Direct Match Corrected supplier
OFR47-2A	Legrand	OFR47-2A	Middle Atlantic Products	4132	416620962	Direct Match Corrected supplier
OFR47-D	Legrand	OFR47-D	Middle Atlantic Products	4132	416620952	Direct Match Corrected supplier
OFR47-U2A	Legrand	OFR47-U2A	Middle Atlantic Products	4132	416620949	Direct Match Corrected supplier
OFR48-2MRTC	Legrand	OFR48-2MRTC	Middle Atlantic Products	4132	416620943	Direct Match Corrected supplier
OFR48-4GX	Legrand	OFR48-4GX	Middle Atlantic Products	4132	416620955	Direct Match Corrected supplier
OFR89-2400	Legrand	OFR89-2400	Middle Atlantic Products	4132	416620961	Direct Match Corrected supplier
OFR15	Legrand	OFR15	Middle Atlantic Products	4132	416620944	Direct Match Corrected supplier
NM2044-WH	Legrand	NM2044-WH	Middle Atlantic Products	4132	417483467	Direct Match Corrected supplier
NM2048-WH	Legrand	NM2048-WH	Middle Atlantic Products	4132	417483354	Direct Match Corrected supplier
FP-CTR	Legrand	FP-CTR	Middle Atlantic Products	4132	417875117	Direct Match Corrected supplier
44S1	Legrand	44S1	Middle Atlantic Products	4132	417486275	Direct Match Corrected supplier
4STC	Legrand	4STC	Middle Atlantic Products	4132	417486311	Direct Match Corrected supplier
4ATCBZ	Legrand	4ATCBZ	Middle Atlantic Products	4132	417486396	Direct Match Corrected supplier
4PPS	Legrand	4PPS	Middle Atlantic Products	4132	417854016	Direct Match Corrected supplier
XCSAL3GRRU-BK	Legrand	XCSAL3GRRU-BK	Middle Atlantic Products	4132	417854264	Direct Match Corrected supplier
XCSAL3GRRU-SV	Legrand	XCSAL3GRRU-SV	Middle Atlantic Products	4132	417854262	Direct Match Corrected supplier
XCSLOCK-BZ	Legrand	XCSLOCK-BZ	Middle Atlantic Products	4132	417853849	Direct Match Corrected supplier
XCSPP2G-BZ	Legrand	XCSPP2G-BZ	Middle Atlantic Products	4132	417853806	Direct Match Corrected supplier
XCSPP2GRR-BK	Legrand	XCSPP2GRR-BK	Middle Atlantic Products	4132	417853810	Direct Match Corrected supplier
XCSPP2GRR-SV	Legrand	XCSPP2GRR-SV	Middle Atlantic Products	4132	417853808	Direct Match Corrected supplier
XCSPP2GRU-BZ	Legrand	XCSPP2GRU-BZ	Middle Atlantic Products	4132	417853929	Direct Match Corrected supplier
XCSPP2GUU-BK	Legrand	XCSPP2GUU-BK	Middle Atlantic Products	4132	417853813	Direct Match Corrected supplier
XCSPP2GUU-SV	Legrand	XCSPP2GUU-SV	Middle Atlantic Products	4132	417853811	Direct Match Corrected supplier
XCSPP3G-BZ	Legrand	XCSPP3G-BZ	Middle Atlantic Products	4132	417853803	Direct Match Corrected supplier
XCSPP3GRRU-BK	Legrand	XCSPP3GRRU-BK	Middle Atlantic Products	4132	417853924	Direct Match Corrected supplier
XCSPP3GRRU-SV	Legrand	XCSPP3GRRU-SV	Middle Atlantic Products	4132	417853922	Direct Match Corrected supplier
XCSAL3G-BZ	Legrand	XCSAL3G-BZ	Middle Atlantic Products	4132	417854062	Direct Match Corrected supplier
XCSAV	Legrand	XCSAV	Middle Atlantic Products	4132	416621859	Direct Match Corrected supplier
4CTCBZ	Legrand	4CTCBZ	Middle Atlantic Products	4132	416621892	Direct Match Corrected supplier
XCSDOOR-BK	Legrand	XCSDOOR-BK	Middle Atlantic Products	4132	416620720	Direct Match Corrected supplier
XCSDOOR-SV	Legrand	XCSDOOR-SV	Middle Atlantic Products	4132	416620718	Direct Match Corrected supplier
XCSSHELF-BK	Legrand	XCSSHELF-BK	Middle Atlantic Products	4132	416620576	Direct Match Corrected supplier
4ATCP4RBK	Legrand	4ATCP4RBK	Middle Atlantic Products	4132	417486361	Direct Match Corrected supplier
4DIV	Legrand	4DIV	Middle Atlantic Products	4132	417486292	Direct Match Corrected supplier
44DEC	Legrand	44DEC	Middle Atlantic Products	4132	416621885	Direct Match Corrected supplier
4ATCP2CRBZ	Legrand	4ATCP2CRBZ	Middle Atlantic Products	4132	417485161	Direct Match Corrected supplier
4ATCP2RBZ	Legrand	4ATCP2RBZ	Middle Atlantic Products	4132	417484428	Direct Match Corrected supplier
4ATCP2RNK	Legrand	4ATCP2RNK	Middle Atlantic Products	4132	417486318	Direct Match Corrected supplier
XCSAL2G-SV	Legrand	XCSAL2G-SV	Middle Atlantic Products	4132	417854064	Direct Match Corrected supplier
XCSAL2GRR-BZ	Legrand	XCSAL2GRR-BZ	Middle Atlantic Products	4132	417854344	Direct Match Corrected supplier
XCSAL2GRU-BK	Legrand	XCSAL2GRU-BK	Middle Atlantic Products	4132	417854349	Direct Match Corrected supplier
XCSAL2GRU-SV	Legrand	XCSAL2GRU-SV	Middle Atlantic Products	4132	417854347	Direct Match Corrected supplier
XCSAL2GUU-BZ	Legrand	XCSAL2GUU-BZ	Middle Atlantic Products	4132	417854346	Direct Match Corrected supplier
XCSAL3GRUU-BK	Legrand	XCSAL3GRUU-BK	Middle Atlantic Products	4132	417854267	Direct Match Corrected supplier
XCSAL3GRUU-SV	Legrand	XCSAL3GRUU-SV	Middle Atlantic Products	4132	417854265	Direct Match Corrected supplier
XCSPP3GRUU-BZ	Legrand	XCSPP3GRUU-BZ	Middle Atlantic Products	4132	417853926	Direct Match Corrected supplier
WSPC220CBK	Legrand	WSPC220CBK	Middle Atlantic Products	4132	417485021	Direct Match Corrected supplier
WSPC320CBK	Legrand	WSPC320CBK	Middle Atlantic Products	4132	417485005	Direct Match Corrected supplier
XB814CLVBN	Legrand	XB814CLVBN	Middle Atlantic Products	4132	423247055	Direct Match Corrected supplier
XB814CPGY	Legrand	XB814CPGY	Middle Atlantic Products	4132	416620963	Direct Match Corrected supplier
XB814CL630BK	Legrand	XB814CL630BK	Middle Atlantic Products	4132	416620241	Direct Match Corrected supplier
XB814CL630GY	Legrand	XB814CL630GY	Middle Atlantic Products	4132	416621933	Direct Match Corrected supplier
XB814CL530BK	Legrand	XB814CL530BK	Middle Atlantic Products	4132	416620244	Direct Match Corrected supplier
XB814C520BN	Legrand	XB814C520BN	Middle Atlantic Products	4132	416620976	Direct Match Corrected supplier
XB814C520BK	Legrand	XB814C520BK	Middle Atlantic Products	4132	416620977	Direct Match Corrected supplier
V2407-2TJ	Legrand	V2407-2TJ	Middle Atlantic Products	4132	416621956	Direct Match Corrected supplier
UTCM5	Legrand	UTCM5	Middle Atlantic Products	4132	414159181	Direct Match Corrected supplier
V24DWNR	Legrand	V24DWNR	Middle Atlantic Products	4132	416621951	Direct Match Corrected supplier
V2427GT	Legrand	V2427GT	Middle Atlantic Products	4132	417854500	Direct Match Corrected supplier
RDZBK	Legrand	RDZBK	Middle Atlantic Products	4132	417484111	Direct Match Corrected supplier
RDZWH	Legrand	RDZWH	Middle Atlantic Products	4132	417484090	Direct Match Corrected supplier
RDSZNI	Legrand	RDSZNI	Middle Atlantic Products	4132	417484037	Direct Match Corrected supplier
TBCRCAT6	Legrand	TBCRCAT6	Middle Atlantic Products	4132	414159179	Direct Match Corrected supplier
TBCRHDMI	Legrand	TBCRHDMI	Middle Atlantic Products	4132	414186551	Direct Match Corrected supplier
TBCRUSB	Legrand	TBCRUSB	Middle Atlantic Products	4132	417854071	Direct Match Corrected supplier
TB672PPAL	Legrand	TB672PPAL	Middle Atlantic Products	4132	417875021	Direct Match Corrected supplier
TB672PPBK	Legrand	TB672PPBK	Middle Atlantic Products	4132	417875020	Direct Match Corrected supplier
TBCR3.5MM	Legrand	TBCR3.5MM	Middle Atlantic Products	4132	414186549	Direct Match Corrected supplier
EFB45BTCBSTR	Legrand	EFB45BTCBSTR	Middle Atlantic Products	4132	416620714	Direct Match Corrected supplier
1BHA	Legrand	1BHA	Middle Atlantic Products	4132	417854007	Direct Match Corrected supplier
15FFHA	Legrand	15FFHA	Middle Atlantic Products	4132	417854004	Direct Match Corrected supplier
10STC	Legrand	10STC	Middle Atlantic Products	4132	417482188	Direct Match Corrected supplier
10DIV	Legrand	10DIV	Middle Atlantic Products	4132	417955782	Direct Match Corrected supplier
10TUN	Legrand	10TUN	Middle Atlantic Products	4132	417853989	Direct Match Corrected supplier
10ATCGY	Legrand	10ATCGY	Middle Atlantic Products	4132	416621814	Direct Match Corrected supplier
10ATCPGY	Legrand	10ATCPGY	Middle Atlantic Products	4132	417955758	Direct Match Corrected supplier
10CTCBK	Legrand	10CTCBK	Middle Atlantic Products	4132	416621422	Direct Match Corrected supplier
2415DFO-FW	Legrand	2415DFO-FW	Middle Atlantic Products	4132	417854434	Direct Match Corrected supplier
2444-2FW	Legrand	2444-2FW	Middle Atlantic Products	4132	416621944	Direct Match Corrected supplier
2410A-FW	Legrand	2410A-FW	Middle Atlantic Products	4132	417854485	Direct Match Corrected supplier
2410D-FW	Legrand	2410D-FW	Middle Atlantic Products	4132	417854448	Direct Match Corrected supplier
2410FC-FW	Legrand	2410FC-FW	Middle Atlantic Products	4132	417854479	Direct Match Corrected supplier
2411FO-FW	Legrand	2411FO-FW	Middle Atlantic Products	4132	417854464	Direct Match Corrected supplier
2407-2CMFW	Legrand	2407-2CMFW	Middle Atlantic Products	4132	416621952	Direct Match Corrected supplier
2407-3TJFW	Legrand	2407-3TJFW	Middle Atlantic Products	4132	416621954	Direct Match Corrected supplier
2448-FW	Legrand	2448-FW	Middle Atlantic Products	4132	416621961	Direct Match Corrected supplier
2444D-2NFW	Legrand	2444D-2NFW	Middle Atlantic Products	4132	416621939	Direct Match Corrected supplier
2418DFO-FW	Legrand	2418DFO-FW	Middle Atlantic Products	4132	417854438	Direct Match Corrected supplier
2418M-FW	Legrand	2418M-FW	Middle Atlantic Products	4132	417854483	Direct Match Corrected supplier
2417DFO-FW	Legrand	2417DFO-FW	Middle Atlantic Products	4132	417854439	Direct Match Corrected supplier
2417M-FW	Legrand	2417M-FW	Middle Atlantic Products	4132	417854476	Direct Match Corrected supplier
2400WC	Legrand	2400WC	Middle Atlantic Products	4132	417854453	Direct Match Corrected supplier
22CHA	Legrand	22CHA	Middle Atlantic Products	4132	417853775	Direct Match Corrected supplier
2400BD-FW	Legrand	2400BD-FW	Middle Atlantic Products	4132	417854441	Direct Match Corrected supplier
2889-WH	Legrand	2889-WH	Middle Atlantic Products	4132	416621926	Direct Match Corrected supplier
2818FO-FW	Legrand	2818FO-FW	Middle Atlantic Products	4132	417854376	Direct Match Corrected supplier
2706-FW	Legrand	2706-FW	Middle Atlantic Products	4132	417854406	Direct Match Corrected supplier
2817FO-FW	Legrand	2817FO-FW	Middle Atlantic Products	4132	417854379	Direct Match Corrected supplier
2811-FW	Legrand	2811-FW	Middle Atlantic Products	4132	417854388	Direct Match Corrected supplier
2810B-WH	Legrand	2810B-WH	Middle Atlantic Products	4132	417854389	Direct Match Corrected supplier
2815FO-FW	Legrand	2815FO-FW	Middle Atlantic Products	4132	417854383	Direct Match Corrected supplier
2815-FW	Legrand	2815-FW	Middle Atlantic Products	4132	417854384	Direct Match Corrected supplier
24DWND-FW	Legrand	24DWND-FW	Middle Atlantic Products	4132	416621948	Direct Match Corrected supplier
2817-FW	Legrand	2817-FW	Middle Atlantic Products	4132	417854381	Direct Match Corrected supplier
2910B-FW	Legrand	2910B-FW	Middle Atlantic Products	4132	417854368	Direct Match Corrected supplier
2911-FW	Legrand	2911-FW	Middle Atlantic Products	4132	417854366	Direct Match Corrected supplier
2918-FW	Legrand	2918-FW	Middle Atlantic Products	4132	417854355	Direct Match Corrected supplier
2918FO-WH	Legrand	2918FO-WH	Middle Atlantic Products	4132	417854352	Direct Match Corrected supplier
2986-WH	Legrand	2986-WH	Middle Atlantic Products	4132	416621923	Direct Match Corrected supplier
2906-FW	Legrand	2906-FW	Middle Atlantic Products	4132	417854370	Direct Match Corrected supplier
2915FO-FW	Legrand	2915FO-FW	Middle Atlantic Products	4132	417854361	Direct Match Corrected supplier
2989-FW	Legrand	2989-FW	Middle Atlantic Products	4132	416621922	Direct Match Corrected supplier
2710B-FW	Legrand	2710B-FW	Middle Atlantic Products	4132	417854404	Direct Match Corrected supplier
2911FO-FW	Legrand	2911FO-FW	Middle Atlantic Products	4132	417854364	Direct Match Corrected supplier
